100,1573440840-9642,ライフネット生命 令和元年度版,がん保険（無配当・無解約返戻金型）,ダブルエール 令和元年度版,「ダブルエール」は、治療費に備える「治療サポート給付金」に加えて、がん治療に伴う休職や時短勤務等による収入の減少に備える「がん収入サポート給付金」のダブルの保障で、働く人をサポートするためのがん保険です。・ 保障内容は、「がん診断一時金」をベースに、必要に応じて、「治療サポート給付金」、「がん収入サポート給付金」の2つの給付金を付加することで、シンプルタイプ、ベーシックタイプ、プレミアムタイプからニーズに応じて保障を選ぶことができます。,"がん保険（無配当・無解約返戻金型）・30歳契約／男性／保険期間・保険料払込期間：終身／プレミアムタイプ（D型：がん先進医療特則付加）・●・がん診断一時金額・100万円・●・治療サポート給付金額  ・10万円・●・がん収入サポート給付金額  ・50万円・○・保険料（月払口座）  ・3,646円",
101,1573441826-10078,アフラック生命 令和元年度版,引受基準緩和型医療保険A〔無解約払戻金〕,ちゃんと応える医療保険やさしいEVER 令和元年度版,"「ちゃんと応える医療保険やさしいEVER」は、引受基準を緩和した医療保険で、簡素化された健康上の告知項目全3項目に該当しなければ、原則、加入できます。契約後にかかった病気やけがはもちろん、契約前の病気が再発・悪化したことにより入院や手術を受けた場合も給付金が支払われます。・入院前後の通院治療を保障する通院ありプランと通院治療を保障しない通院なしプランがあります。・契約初年度（契約日からその日を含めて1年以内）に支払事由に該当した場合の給付金額は半額となります（2年目以降は全額保障）。・入院は1日目から保障し、1回の入院につき60日（または120日）、通算1,095日まで保障します。・手術は、健康保険が適用となる約1,000種の手術※が対象で、入院を伴う手術を受けたときは入院給付金日額の10倍、外来での手術を受けたときは5倍の給付金となります。また、放射線治療についても「放射線治療給付金」が支払われます。・ニーズに応じて、先進医療や万一のときに備える特約を付加することができます。・ ・※一部、支払いの対象とならない手術があります。","引受基準緩和型医療保険A〔無解約払戻金〕・40歳契約／男性／終身払込／通院ありプラン・●・入院給付金・日額5,000円・●・通院給付金・日額3,000円・●・先進医療給付金・通算2,000万円・○・保険料（月払口座） ・4,409円",引受基準緩和型終身特約Ａ[低解約払戻金]/引受基準緩和型三大疾病一時金特約Ａ/引受基準緩和型先進医療特約Ａ/引受基準緩和型通院特約Ａ/引受基準緩和型三大疾病保険料払込免除特約
102,1573441840-10084,アフラック生命 令和元年度版,終身保険［低解約払戻金型］,未来の自分が決める保険 ＷＡＹＳ（ウェイズ） 令和元年度版,"「未来の自分が決める保険 ＷＡＹＳ（ウェイズ）」は、保険料払込期間中の解約払戻金を従来の70％に抑え、保険料を軽減するとともに、保障移行可能年齢（60歳、65歳、70歳）の契約応当日以後の保障をニーズに合わせて「医療」「介護」「年金」へ変更することができる終身保険です。死亡保障を継続することもできます。・保障の変更においては、健康状態の告知（医的選択）が不要です。・「医療保障コース」を選択した場合の保障は一生涯続きます。・「介護年金コース」を選択した場合、公的介護保険制度の要介護認定または要支援認定を受けた場合に、介護年金が支払われます。・「医療保障コース」「介護年金コース」とも保障の移行年齢は60歳、65歳、70歳で、保障移行年齢の2歳前にコース選択を行います。・「年金コース」は、年金支払期間中生存している場合に年金が支払われます（支払期間5年）。「年金コース」への変更は保障移行可能年齢以降何歳でも可能です。・保険金額が500万円以上1,000万円未満、1,000万円以上の場合、高額割引制度が適用されます。","終身保険［低解約払戻金型］・30歳契約／男性／保険料払込期間60歳・●・保険金額・500万円・○・保険料（月払口座）・12,180円",災害死亡割増特約/傷害特約/定期特約/リビング・ニーズ特約/ノンスモーカー割引特約
103,1573441388-9882,東京海上日動あんしん生命 令和元年度版,新総合医療保険（基本保障・無解約返戻金型）健康増進特約付加,あるく保険 令和元年度版,"「あるく保険」は、病気やケガによる入院、手術および放射線治療の保障を一生涯確保できる医療保険です。また、1日あたり平均歩数8,000歩以上を目標として2年間歩数を計測し、目標を達成した計測単位期間（半年ごと）の数に応じて、健康増進還付金が支払われます。・入院給付金は日帰り入院から保障され、１入院の支払限度日数は60日または120日、通算の支払限度日数は1,095日です。また、１～４日の入院に対して、５日分の入院給付金が支払われます。・手術給付金の支払対象は、公的医療保険制度の対象となる手術または骨髄等の採取術で、手術の給付倍率は型に応じて下記の通りです。・Ⅰ型：入院中に受けた手術（骨髄等の採取術を含む）は入院給付金日額の10倍、それ以外の手術は５倍・Ⅲ型：手術の種類に応じて、入院給付金日額の５倍、10倍、20倍、40倍・放射線治療給付金は、公的医療保険制度の対象となる放射線治療を受けた場合に支払われ、入院給付金日額の10倍が支払われます。・無事故給付金の支払対象期間（契約日からその日を含めて２年ごとに区切った各期間）中の入院、手術、放射線治療に対して主契約の給付金がいずれも支払われなかった場合、無事故給付金が支払われます（無事故給付金のないタイプもあります）。・初めて悪性新生物と診断確定されたときや、心疾患または脳血管疾患で所定の治療等を受けた場合、将来の保険料の払込みが免除となります（特定疾病保険料払込免除特則）。","新総合医療保険（基本保障・無解約返戻金型）健康増進特約付加・30歳契約／男性／保険期間・保険料払込期間：終身／1入院の支払限度日数：60日／手術・放射線治療給付金の給付倍率の型：Ⅲ型／無事故給付金を支払うタイプ・●・入院給付金日額・5,000円・○・保険料（月払口振）  ・特定疾病保険料払込免除特則を付加した場合  ：1,850円・特定疾病保険料払込免除特則を付加しない場合：1,550円",３大疾病入院支払日数無制限特約/特定治療支援特約/通院特約/女性疾病保障特約/介護保障特約/特定損傷一時金特約/がん通院特約/先進医療特約/重度５疾病・障害・重度介護保障特約/５疾病就業不能特約/がん診断特約/悪性新生物初回診断特約/抗がん剤治療特約/特定疾病保険料払込免除特則
104,1573441099-9757,明治安田生命 令和元年度版,５年ごと利差配当付一時払特別終身保険,エブリバディ 令和元年度版,「エブリバディ」は、保険料建ての一時払終身保険で、契約当初の一定期間（第1保険期間）の死亡給付金を既払込保険料相当額に抑えることでそれ以降（第2保険期間）の死亡保険金額、解約返戻金を大きくするように設計されています。・第1保険期間は、不慮の事故による死亡時に所定の災害死亡保険金、病気による死亡時に既払込保険料相当額の死亡給付金が支払われます。第2保険期間は、病気や災害による死亡時に所定の死亡保険金が支払われます。なお、所定の身体障害表の第1級の障害状態（高度障害状態）に該当した場合の給付金・保険金はありません。・第1保険期間は、10年となっています。・第1保険期間中の解約返戻金は既払込保険料相当額を上限とし、第2保険期間中の解約返戻金は期間の経過とともに増加します。・職業告知のみで申込みできます。,保険金・給付金名・支払事由・支払割合・災害死亡保険金・第1保険期間中に不慮の事故で死亡したとき・死亡保険金額と同額・死亡給付金・第1保険期間中に死亡したとき・既払込保険料相当額・死亡保険金・第2保険期間中に死亡したとき・死亡保険金額,年金移行特約
105,1573441218-9808,プルデンシャル生命 令和元年度版,がん保険,がん保険 令和元年度版,「がん保険」は、がんによる入院、手術、治療、死亡、高度障害まで幅広く保障する保険です。がんによる給付については契約日から90日間の不担保期間があります。・保険期間、保険料払込期間とも終身のみです。・各給付金に支払限度はありません。・がんで入院のつど、がん治療給付金が支払われます（2年間に1回）。・がん死亡保険特約を付加することで、がんによる死亡保障を増やすことができます。,"がん保険・35歳契約／男性／終身払込・●・がん入院給付金・日額20,000円・○・保険料（月払口座）  ・19,420円",がん死亡保険特約/指定代理請求特約/保険金等の支払方法の選択に関する特約/割増年金支払特約
106,1573441603-9978,ソニー生命 令和元年度版,家族収入保険（無配当）,家族収入保険（無配当） 令和元年度版,「家族収入保険（無配当）」は、保険期間中に死亡・高度障害状態になった場合に、家族年金・高度障害年金が保険期間が満了するまで毎月支払われます。年金の支払いに代えて、年金現価の全部または一部をまとめて一時受取りすることもできます。・「優良体・非喫煙者割引特則」を付加することにより、保険料が割安になります。・「生活保障特則14」を付加することにより、特定障害状態（身体障害者手帳3級以上）や所定の要介護状態の保障も得られます。・家族年金・高度障害年金等の最低支払保証期間として、2年または5年のいずれかを契約時に指定できます。・年金月額が10万円以上の場合、高額割引制度が適用されます。・被保険者が不慮の事故により180日以内に所定の身体障害の状態になったときは、以後の保険料の払込みが免除されます。また、家族年金・高度障害年金の支払開始後は、保険料の払込みは不要となります。・契約から2年以上経過し、被保険者の年齢が80歳以下かつ保険期間満了の2年前までであること等、所定の要件を満たせば、無選択で終身保険や養老保険などに変換することができます。,"家族収入保険（無配当）・35歳契約／男性／25年満了／最低支払保証期間5年・優良体・非喫煙者割引特則および生活保障特則14を付加しない場合・●・年金月額 ・20万円・○・保険料（月払口座）  ・6,520円",災害死亡給付特約（無配当）/傷害特約（無配当）/生活保障特則14/がん特約（無配当）/リビング・ニーズ特約（04）/保険料払込免除特約（無配当）
107,1573441942-10130,アクサ生命 令和元年度版,無解約払いもどし金型定期保険,アクサの「保障重視」の定期保険 ピュアライフ 令和元年度版,「アクサの「保障重視」の定期保険 ピュアライフ」は、必要な死亡・高度障害保障を割安な保険料で準備できる商品です。・ニーズに合った保険期間を選ぶことで、自分自身にあったプランを設計可能です。・保険による死亡保障を準備していない若年層や女性にも、加入しやすい商品です。・法人経営者の事業保障資金の確保や事業承継対策としての活用が可能です。・契約者の健康状態にかかわらず、一生涯の保障に切り替えることが可能です。,"無解約払いもどし金型定期保険・30歳契約・男性・保険期間／保険料払込期間：80歳満了・●・保険金額・1,000万円・○・保険料（月払口座）・3,920円",生活障害保障型逓減定期保険特約/リビング・ニーズ特約/指定代理請求特約/年金払特約（06）
108,1573441780-10057,オリックス生命 令和元年度版,無配当解約払戻金抑制型収入保障保険(2010),家族をささえる保険 Keep（キープ） 令和元年度版,「家族をささえる保険Keep（キープ）」は、被保険者に万一のことがあった場合、契約時に定めた保険期間の満期まで年金を受け取れる保険で、2010年7月の発売以来、シンプルで分かりやすい保障内容と低廉な保険料となっています。2013年2月には、各年満了、特定疾病保険料払込免除特則の取り扱いを開始し、2014年5月からは、告知書扱で加入できる範囲を拡大、そして同年8月からは、「年金月額上乗特約」を新設することで、さらに保障が充実しました。・ この「年金月額上乗特約」は、教育資金がかさみがちな子どもが高校、大学等に通う期間など、一定期間だけ保障を上乗せすることができる特約です。「年金月額上乗特約」の新設により、ライフプランに合った保障が可能となっています。・ ＜「年金月額上乗特約」の特長＞・  ・１．・かさみがちな子どもの大学等の教育費として保障を上乗せすることができます。・  ・２．・毎月の受取りにかえて、一括受取を選択することもできます。・  ・３．・特約の年金支払期間は「5年」「10年」から選べます。・  ・４．・最大３つまでこの特約を付加することができます。,"無配当解約払戻金抑制型収入保障保険(2010)・＜主契約＞・30歳契約・男性・保険期間・保険料払込期間：65歳満了・支払保証期間1年、特定疾病保険料払込免除特則適用あり・＜年金月額上乗特約＞・特約保険期間・特約保険料払込期間：20年満了・特約年金支払期間：5年、特定疾病保険料払込免除特則適用あり・●・主契約年金月額・15万円・●・特約年金月額・5万円・○・保険料（月払口座）  ・5,375円",災害割増特約/傷害特約/リビング・ニーズ特約/年金月額上乗特約
109,1573441867-10096,朝日生命 令和元年度版,５年ごと利差配当付引受基準緩和型医療保険（返戻金なし型）,引受基準緩和型医療保険（返戻金なし型） 令和元年度版,"「引受基準緩和型医療保険（返戻金なし型）」は、3つの告知項目にあてはまらなければ既往症があっても加入可能な引受基準緩和型の医療保険です。契約前からの持病の悪化や過去の病気の再発による入院・手術・放射線治療も保障されます。・入院給付金は1日以上の入院を保障し、支払日数の限度は1入院が60日、通算では1,000日です。・特約を付加することで、先進医療の技術料も保障されます。・第１保険年度中（責任開始の日から契約成立日の1年後の応当日の前日までの期間）は「責任開始以後の不慮の事故による傷害を直接の原因とする場合」を除いて、50％の削減支払となります（先進医療給付金・先進医療見舞金を除く）。・A型とB型があり、B型は入院給付金が支払われる入院を開始したときに入院準備費用給付金が支払われます。・終身タイプと定期タイプがあります。定期タイプの場合、最長80歳まで更新できます。また、保険期間満了時には定期タイプから終身タイプへの変更も取り扱います。・「かなえる医療保険」という愛称が付与されています。","５年ごと利差配当付引受基準緩和型医療保険（返戻金なし型）・30歳契約／男性／定期タイプ（10年満了）／B型・● 入院給付金・日額10,000円・● 引受基準緩和型先進医療特約（返戻金なし型）・付加・○ 保険料（月払口座） ・8,264円",無配当引受基準緩和型先進医療特約（返戻金なし型）/指定代理請求特約（2016）
110,1573441089-9752,明治安田生命 令和元年度版,５年ごと利差配当付新養老保険,新養老保険Ｅ 令和元年度版,「新養老保険Ｅ」は、退職金や弔慰金の財源を準備できる保険です。・満期を迎えた場合も万一の場合も同額の保険金が支払われます。・満期保険金を生存退職金、死亡・高度障害保険金を死亡退職金・弔慰金の財源として活用することができます。,"５年ごと利差配当付新養老保険・30歳契約／男性／保険期間・保険料払込期間：30年・●・養老保険（主契約）・死亡保険金（満期保険金）額500万円・○・保険料（月掛・口座振替料率）  ・15,035円",代理請求特約
111,1573440954-9693,三井住友海上プライマリー生命 令和元年度版,通貨選択型特別終身保険,想いの架け橋 令和元年度版,「想いの架け橋」は、契約通貨（豪ドル・米ドルまたは円）と生存給付金支払回数・終身保障倍率を選択し、契約通貨建てで運用しながら、所定の生存給付金を支払うしくみの通貨選択・生存給付金あり型の終身保険です。・ 第1保険期間（契約日から5年間）は積立利率で運用した積立金額が保険金額となり、第1保険期間満了後（第2保険期間開始時）に保険金額が充実します。第3保険期間開始時には再度保険金額を充実させ、以後終身にわたり保険金額が一定額となります。・契約日以降は選択した契約通貨、生存給付金支払回数、終身保障倍率を変更することはできません。・契約通貨が外貨の場合、生存給付金を円で受取る際の上限額を設定し、生存給付金の受取人は設定した上限額（指定上限額）まで受取ることができ、指定上限額を超える場合、超えた額は契約者本人が受取ります。・生存給付金の総額と死亡保険金額の合計は、契約通貨建てで一時払保険料を上回ります。,保険金・給付金名・支払事由・支払金額・死亡保険金・保険期間中に被保険者が死亡したとき・被保険者が死亡した日の下記保険金額と解約払戻金額のいずれか大きい額・＜保険金額＞・第1保険期間中・積立金額・第2保険期間中・基本保険金額－生存給付金額×すでに到来した生存給付金支払日の回数・第3保険期間中・第2保険期間満了日の保険金額をもとに、その翌日における被保険者の年齢および性別に応じたその時点の予定利率等により計算した額・生存給付金・毎年の生存給付金支払日始に被保険者が生存しているとき・生存給付金額（基本保険金額を生存給付金支払回数と終身保障倍率を合わせた数で割って算出）,円入金特約/外貨入金特約/円支払特約/遺族年金支払特約/生存給付金円支払特約/指定代理請求特約
112,1573440898-9667,楽天生命 令和元年度版,女性疾病保険,楽天生命あんしんプラス（女性サポート） 令和元年度版,「楽天生命あんしんプラス（女性サポート）」は女性特有の病気などによる入院や、女性特有のガンを保障する保険で、保険期間は10年です。健康状態にかかわらず、最長80歳まで自動更新できます。・女性特有の病気などにより入院したときには、女性疾病支援給付金が入院日数にかかわらず一時金で支払われます。・所定の女性特定ガンと診断されたときには女性特定ガン治療給付金が支払われます。・乳ガンにより乳房切除し、乳房再建をしたときには乳房再建給付金が支払われます。・解約時の払戻金はありません。,"女性疾病保険・30歳契約／女性／保険期間10年／保険料払込期間10年・●・女性疾病支援給付金額・10万円・○・保険料（月払口座） ・1,510円",指定代理請求特約/継続割引特約
113,1573441634-9991,ソニー生命 令和元年度版,米ドル建生前給付終身保険（生活保障型／無配当）,米ドル建生前給付終身保険（生活保障型／無配当） 令和元年度版,「米ドル建生前給付終身保険（生活保障型／無配当）」は、米ドル建の生前給付終身保険（生活保障型／無配当）です。三大疾病（がん・急性心筋梗塞・脳卒中）・死亡・高度障害状態に加え、特定障害状態および所定の要介護状態が保障されますので、就業不能となり得るリスクにも幅広く備えることができます。保険料は円での払込となります（全期前納契約に限り、米ドルで入金ができます）。,米ドル建生前給付終身保険（生活保障型／無配当）・30歳契約／男性／60歳払込満了・●・保険金額・5万米ドル・○・保険料（月払口座）  ・92.20米ドル,リビング・ニーズ特約（04）/5年ごと利差配当付年金支払特約/円換算払込特約/円換算支払特約
114,1573441334-9858,日本生命 令和元年度版,3大疾病保障保険（有配当2012）,ニッセイみらいのカタチ（3大疾病保障保険） 令和元年度版,「ニッセイみらいのカタチ（3大疾病保障保険）」は、みらいのカタチの保険契約のうち3大疾病保障保険のみを選択したプランです。保険期間は、終身と有期があります。・所定のがん（悪性新生物）・急性心筋梗塞・脳卒中になった場合に、保険金が一時金で受取れます。・がん（上皮内新生物等）になった場合は、3大疾病保障保険の保険金額の10％を一時金で受取れます。・死亡した場合に死亡保険金を受取れます。・毎年の契約応当日や更新時等に、健康状態に関係なく、保険金額が同額以下の範囲で保険期間を終身に変更できる制度もあります。・ ※ 申出時に会社が各制度を取扱っていない場合等は利用できません。・ ※ 保険料払込免除特約を付加している場合は、取扱いが異なる場合があります。,"3大疾病保障保険（有配当2012）・30歳契約／男性／更新：45歳／払込・更新満了：60歳／保険料払込免除特約未付加・●・3大疾病保障保険（有期）・1,000万円・○・保険料（月払口座）・4,330円",リビング・ニーズ特約（2012）/保険料払込免除特約（2012）
115,1573441035-9728,かんぽ生命 令和元年度版,学資保険（Ｈ24）,はじめのかんぽ 令和元年度版,学資保険「はじめのかんぽ」は、学資金の準備目的に応じて3つのコースから選択することがでます。・●・「大学入学時」の学資金準備コース・被保険者の生存中に保険期間が満了したことにより、満期保険金が支払われます。被保険者が死亡した場合には、死亡給付金が支払われます。被保険者となる子どもの出生予定日の140日前から契約できます。保険契約者が死亡等した場合は、一定の場合を除いて、その後の保険料は払込免除となります。・●・「小・中・高＋大学入学時」の学資金準備コース・被保険者の生存中に保険期間が満了したことにより、満期保険金が支払われます。また、被保険者が満5歳8か月、満11歳8か月、満14歳8か月に達した直後の 12月1日に生存していたときに、学資祝金が支払われます。被保険者が死亡した場合には、死亡給付金が支払われます。被保険者となる子どもの出生予定日の140日前から契約できます。保険契約者が死亡等した場合は、一定の場合を除いて、その後の保険料は払込免除となります。・●・「大学入学＋在学中」の学資金準備コース・被保険者が生存中に保険期間が満了したことにより、満期保険金が支払われます。また、被保険者が一定の年齢に達したときに、学資祝金が支払われます。被保険者が死亡した場合には、死亡給付金が支払われます。被保険者となる子どもの出生予定日の140日前から契約できます。保険契約者が死亡等した場合は、一定の場合を除いて、その後の保険料は払込免除となります。,"全期間払込学資祝金付18歳満期学資保険(H24)・被保険者0歳(男性)／契約者30歳(男性)／18歳満期・●・基本契約 基準保険金額  ・300万円・●・無配当総合医療特約Ⅰ型 特約基準保険金額・300万円・●・無配当先進医療特約（無解約返戻金型） 特約基準保険金額・300万円・○・月払保険料（口座払込）・20,248円",無配当災害特約/無配当傷害医療特約（Ⅰ型・Ⅱ型）/無配当総合医療特約（Ⅰ型・Ⅱ型）/無配当先進医療特約（無解約返戻金型）
116,1573440911-9673,楽天生命 令和元年度版,総合保障保険,楽天生命のスーパー２０００ 令和元年度版,"「楽天生命のスーパー２０００」は、シンプルさ・わかりやすさをコンセプトに開発された、医療・ガン・死亡などさまざまな保障を一つにまとめたパッケージ型の商品です。保険料は全年齢、男女ともに月払2,000円（１口あたり）で、保険期間は一年間です。更新による保険料の変更はなく、インターネットのみで販売されます。さらに一年間入院しなかった方には「健康祝い金」として最大6,000円（１口あたり）が毎年支払われます。(※)・※契約時・更新時の年齢、性別により支払われない場合があります。","楽天生命のスーパー２０００・30歳契約／男性／保険期間:1年（64歳まで自動更新）・1口・●・疾病入院給付金・日額6,000円（更新後の年齢により保障内容が異なる）・●・災害入院給付金・日額6,000円（更新後の年齢により保障内容が異なる）・●・災害通院給付金・日額2,000円（更新後の年齢により保障内容が異なる）・●・ガン治療給付金額・20万円（更新後の年齢により保障内容が異なる）・●・無入院給付金額・6,000円（更新後の年齢により保障内容が異なる）・●・死亡保険金額・100万円（更新後の年齢により保障内容が異なる）・●・災害死亡保険金額・200万円（更新後の年齢により保障内容が異なる）・○・保険料（月払口座）・2,000円",指定代理請求特約/継続割引特約
117,1573441359-9869,日本生命 令和元年度版,終身保険（有配当2012）,ニッセイみらいのカタチ（終身保険） 令和元年度版,「ニッセイみらいのカタチ（終身保険）」は、みらいのカタチの保険契約のうち終身保険のみを選択したプランで、死亡保障が一生涯続きます。・経過した年月数に応じて解約払戻金が増えていきますので、資産形成にもなります。・保険料払込期間終了後は、死亡保険金の支払いに代えて年金として受取ることも可能です。・ ・ ※ 申出時に会社が各制度を取扱っていない場合等は利用できません。・保険料の払込みは一定期間で終了します。,"終身保険（有配当2012）・30歳契約／男性／60歳払込満了／保険料払込免除特約未付加・●・終身保険・1,000万円・○・保険料（月払口座）  ・30,090円",リビング・ニーズ特約（2012）/保険料払込免除特約（2012）
118,1573441315-9850,日本生命 令和元年度版,学資保険（有配当2013）,ニッセイ学資保険 令和元年度版,「ニッセイ学資保険」は、負担の重い大学の教育資金を計画的に準備できる学資保険です。大学入学にあたる年齢から毎年1回、合計5回、学資年金が支払われます。学資年金に加えて、小学校・中学校・高校入学にあたる年齢ごとに、こども祝金が支払われるプランもあります。・契約者が死亡した場合、保険料の払込みが免除となります。学資年金等の保障内容は、そのまま継続されます。,"学資保険・契約者30歳（男性）／被保険者0歳（男性）／学資年金開始年齢：18歳／保険料払込期間：18年・こども祝金なし型・●・基準保険金額・100万円・○・保険料（月払口座）・13,350円",
119,1573440977-9703,都・道・府・県民共済 令和元年度版,生命共済,生命共済プラス型（埼玉県民共済） 令和元年度版,"「生命共済プラス型（埼玉県民共済）」は、死亡、後遺障害、入院、通院を保障する生命共済で、満15歳以上満65歳未満で医療・生命共済にプラスして加入すると65歳まで保障が自動継続するプランです。掛金は年齢、性別に関係なく一律です。・月掛2,000円コースと4,000円コースがありますが、いずれも60歳以降の共済期間は保障が一部減額されます。・特に申し出のない限り、満65歳の更新時に同額掛金の熟年型共済に自動継続し、85歳まで保障されます。・毎年1回決算を行い、剰余金が生じたときは払込掛金に応じて割り戻します。","生命共済・●生命共済プラス型・2,000円コース・○掛金（月払）  ・2,000円",
120,1573441027-9724,ＪＡ共済 令和元年度版,一時払終身共済（平28.10）,生存給付特則付一時払終身共済（平28.10） 令和元年度版,「生存給付特則付一時払終身共済（平28.10）」は、満期共済金や退職金の一時金を活用して、万一に備える一生涯の共済です。・生存給付金を生前贈与として活用できます。・死亡共済金を相続対策に活用できます。,"生存給付特則付一時払終身共済（平28.10）・60歳加入／男性／生存給付金支払期間10年・●・主契約 共済金額500万円・●・生存給付金100万円・●・生前給付特約付加・●・指定代理請求特約付加・○・掛金（一時払）  14,900,400円",指定代理請求特約/共済金年金支払特約
121,1573441404-9889,チューリッヒ生命 令和元年度版,無解約払戻金型収入保障保険（非喫煙優良体型）（Ｚ０２）、無解約払戻金型収入保障保険（標準体型）（Ｚ０２）,収入保障保険プレミアムDX（ディーエックス） 令和元年度版,「収入保障保険プレミアムDX（ディーエックス）」は、働けなくなったときや万が一のときに年金が支払われる保険です。喫煙をせずに所定の健康状態の基準を満たした方が加入できる「非喫煙優良体型」と、「非喫煙優良体型」に該当しないものの、所定の健康状態の基準を満たした方が加入できる「標準体型」があり、リスクを細分化することで、健康状態にあわせた保険料水準となっています。・死亡時だけでなく就業不能状態もあわせて保障し、経済的な負担を軽減できます。・ストレス性疾病による長期入院時の就業不能年金が保険期間満了まで支払われます（ただし、主契約の支払事由に該当した場合、就業不能年金の支払いは中止となり、以降は主契約から年金が支払われます）。・所定の就業不能状態等に該当したとき、以後の保険料の支払いを免除する特約が新設され、働けない状況下での、経済的な負担を軽減できます。・最高年金受取総額が3億円まで拡大されました。また、就業不能保障についても最高年金受取総額が2億円となります。,"無解約払戻金型収入保障保険（非喫煙優良体型）（Ｚ０２）・30歳契約・男性、保険期間・保険料払込期間 60 歳満了、年金支払保証期間・生存支払保証期間 2年間、非喫煙優良体型の場合・●・収入保障年金月額・就業不能年金月額・10万円・○・保険料（月払口座）  ・6,450円",リビング・ニーズ特約/指定代理請求特約
122,1573441568-9963,第一生命 令和元年度版,特定状態充実保障定期保険（無解約返還金）（2018）,ジャスト アシストワイドプラス 令和元年度版,「ジャスト アシストワイドプラス」はジャストの保険契約のうち、単独加入可能商品と組み合わせることで選択できるプランです。・上皮内がんなどに加え、狭心症による手術、糖尿病による合併症等にも幅広く一時金で備えることができます（Ⅰ型の場合）。,特定状態充実保障定期保険（無解約返還金）（2018）・30歳契約／男性／10年満期／充実割なし／健康診断優良割引適用・●・保険金額・100万円・○・保険料（月払口座）  ・519円,リビング･ニーズ特約（2018）/指定代理請求特約
123,1573441344-9863,日本生命 令和元年度版,長期定期保険（有配当2012）,ニッセイ長期定期保険 令和元年度版,「ニッセイ長期定期保険」は、一定期間、死亡に備える保険で、死亡した場合に死亡保険金が支払われます。販売愛称は、法人契約の場合、全期払の場合は「スーパーフェニックス」、短期払の場合は「ジャストターム」となります。・一時的に資金が必要となったとき、契約者貸付制度を利用することができます。・保険料払込済の終身保険（払済保険）に変更することができます。・ ※ 申出時に会社が各制度を取扱っていない場合等は利用できません。,"長期定期保険（有配当2012）・40歳契約／男性／100歳満了・●・死亡保険金額・1億円・○・保険料（年払）  ・2,417,700円",リビング・ニーズ特約（2012）
124,1573440855-9648,カーディフ生命 令和元年度版,無解約払戻金型特定疾病診断給付保険（Ⅳ型）,無解約払戻金型特定疾病診断給付保険（Ⅳ型） 令和元年度版,「無解約払戻金型特定疾病診断給付保険（Ⅳ型）」は、悪性新生物（ガン）・上皮内ガン・皮膚ガンで所定の状態のときに一時金が支払われる保険です。・子どもの教育費や住宅ローンの返済が重なる65歳までの現役世代を、負担を抑えた保険料でサポートする「65歳満了プラン」と、定年後のセカンドライフにまで安心を拡げた「終身プラン」があります。給付金額を100万円単位で設定できることと、２つの保障プランから選択できるため、ライフスタイルや将来の保障ニーズに合わせて加入できます。・ガン診断給付金の責任開始日は、保険契約の責任開始期の属する日から、その日を含めて90日を経過した日の翌日となります。,無解約払戻金型特定疾病診断給付保険 ガン保障タイプ（保険契約の型：Ⅳ型）・35歳契約／男性／保険期間・保険料払込期間：65歳満了・●・ガン診断給付金額・100万円・●・上皮内ガン・皮膚ガン診断給付金 ・10万円・○・保険料（月払口座） ・866円,指定代理請求特約
125,1573441630-9990,ソニー生命 令和元年度版,学資保険（無配当）,学資保険 令和元年度版,「学資保険（無配当）」は、被保険者が所定の年齢に達したときに進学学資金、保険期間満了時には満期学資金が支払われ、子どもの教育資金などを計画的に準備することができる保険です。17・18・20・22歳満期があり、また進学学資金の支払時期に応じてⅠ型・Ⅱ型・Ⅲ型を選択できます。・ 無配当なので、将来の配当の可能性よりも、できるだけ保険料負担を軽くしたいというニーズに応えるものです。・Ⅰ型は、中学・高校進学時に進学学資金（満期学資金の30%）が、満期時に満期学資金が支払われます（17・18歳満期の場合）。20・22歳満期の場合は、中学・高校進学時の進学学資金（満期学資金の30%）、大学進学時の進学学資金（満期学資金の100%）、および満期時の満期学資金が支払われます。・Ⅱ型は、17歳・18歳満期の場合は満期時に満期学資金が、20歳・22歳満期の場合は大学進学時の進学学資金（満期学資金の100%）と満期時の満期学資金が支払われます。・Ⅲ型は22歳満期のみで、大学進学時から毎年、進学学資金（満期学資金の100%）、および満期時の満期学資金が支払われます。・中学進学前の学費負担の軽い時期に保険料の払い込みが完了する短期払のプランもあります。・契約者が次のいずれかに該当したときは、以後の保険料の払込みが免除されます。・ 死亡したとき・ 傷害または疾病により所定の高度障害状態になったとき・ 不慮の事故により180日以内に所定の身体障害の状態になったとき・被保険者である子どもが死亡した場合は、死亡給付金（既払込保険料相当額）が支払われます。,"学資保険Ⅱ型・契約者：30歳男性・被保険者0歳・保険期間：18歳・保険料払込期間18歳まで・●・基準学資金額・100万円・○・保険料（月払口座）  ・4,540円",5年ごと利差配当付年金支払特約
